date,country,strictest_night,strictest_day,least_strict_night,least_strict_day,leave_municip,change,source,stayhome_day,stayhome_night,walk_day,walk_night,outside_masks,difference_with_oxcgrt
2020-01-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-30,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-01-31,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-02-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-03-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-03-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-03-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-03-16,Albania,6,6,6,6,no,"An overnight curfew from 6 PM to 6 AM was enforced In Albania beginning from 16 March. Also outside of curfew times, people were generally only allowed outside for going to work or to make essential purchases in the “essential businesses” remaining open.",https://exit.al/en/2020/03/16/albanian-government-imposes-1800-curfew-and-ban-on-sitting-in-public-places/,yes,yes,no,no,no,no
2020-03-17,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-18,Albania,6,6,6,6,no,"Curfew hours were extended to 18 hours a day. From 19 March, it was only allowed to be outside alone and with an important reason from 6 AM to 10 AM and from 4 PM to 6 PM.",https://exit.al/en/2020/03/18/curfew-increased-to-18-hours-a-day-in-albania-due-to-coronavirus-crisis/,yes,yes,no,no,no,no
2020-03-19,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-20,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-21,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-22,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-23,Albania,6,6,6,6,no,"From 23 March on, it was only allowed to be outside from 5 AM to 1 PM. From 1 PM to 5 AM, the only ones who were allowed to circulate were police and military (who were enforcing the measure), freight transport services, government service units, authorized media personnel, food delivery vehicles, and others with special authorization that needed to be applied for on a website. Even in an emergency situation, people needed to call the police before leaving their house. Anyone outside without a valid reason (e.g. just going for a walk) risked a fine. On Sundays, the strict curfew expanded over the entire day.",https://exit.al/en/2020/03/23/coronavirus-restrictions-in-albania-as-of-monday-23-march/,yes,yes,no,no,no,no
2020-03-24,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-25,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-26,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-27,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-28,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-29,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-03-30,Albania,6,6,6,6,no,"From 30 March on, the stay-at-home order was further strictened so that only one member per household could leave for essential purchases for one hour each day. Residents needed to apply for a permit to leave their homes for essential purposes.",https://exit.al/en/2020/03/27/albania-restricts-movement-even-more-amid-coronavirus-crackdown/,yes,yes,no,no,no,no
2020-03-31,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-01,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-02,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-03,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-04,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-05,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-06,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-07,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-08,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-09,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-10,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-11,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-12,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-13,Albania,6,6,6,6,no,"From 13 April on, business hours were expanded to 5 AM to 5.30 PM, but only from Monday to Friday while on Saturdays everything stayed close from this day on. From the same day on, people were granted 90 minutes a day for essential shopping with permission.",https://exit.al/en/2020/04/13/albanian-government-announce-longer-hours-for-movement-during-week-but-full-weekend-lockdown/,yes,yes,no,no,no,no
2020-04-14,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-15,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-16,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-17,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-18,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-19,Albania,6b,6b,6,6,no,"On Sunday, 19 April, mothers with children up to 10 years old were allowed to go outside until 11 AM.",https://exit.al/en/2020/04/18/only-mothers-withsmall-children-allowed-to-go-out-on-sunday/,yes,yes,no,no,no,no
2020-04-20,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-21,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-22,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-23,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-24,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-25,Albania,6b,6b,6,6,no,"On 25 April, elderly citizens were allowed to exercise outside before 11 AM",https://exit.al/en/2020/04/25/lockdown-measures-further-relaxed-in-low-risk-areas-of-albania/,yes,yes,no,no,no,no
2020-04-26,Albania,6,6,6,6,no,,,yes,yes,no,no,no,no
2020-04-27,Albania,6,6,4b,4b,locally,"Starting from 27 April, stay-at-home measures were gradually relaxed. Residents of 11 municipalities could move without authorisation with one more person between 9 AM and 5.30 PM. People were not allowed to drive out of these districts.  Retired people were allowed ouside in these cities from 6 AM to 8.30 AM as well. In the following weeks, these """"green zones"""" have been expanded to cover further municipalities""""","https://exit.al/en/2020/04/25/lockdown-measures-further-relaxed-in-low-risk-areas-of-albania/ 
https://exit.al/en/2020/04/26/albania-lockdown-measures-eased-some-shops-to-open-on-monday/",yes,yes,no,no,no,no
2020-04-28,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-04-29,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-04-30,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-01,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-02,Albania,6,4b,4b,4b,locally,"On the weekends 2/3 May and 9/10 May, senior citizens were allowed to go out before 10 AM and parents as well as children below 14 were allowed to go out from 11 AM to 5.30 PM.",https://eurohealthobservatory.who.int/monitors/hsrm/hsrm-countries/hsrm/albania/measures-in-other-sectors/measures-in-other-sectors/,yes,yes,no,no,no,no
2020-05-03,Albania,6,4b,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-04,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-05,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-06,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-07,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-08,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-09,Albania,6,4b,4b,4b,locally,"On the weekends 2/3 May and 9/10 May, senior citizens were allowed to go out before 10 AM and parents as well as children below 14 were allowed to go out from 11 AM to 5.30 PM.",https://eurohealthobservatory.who.int/monitors/hsrm/hsrm-countries/hsrm/albania/measures-in-other-sectors/measures-in-other-sectors/,yes,yes,no,no,no,no
2020-05-10,Albania,6,4b,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-11,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-12,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-13,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-14,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-15,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-16,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-17,Albania,6,6,4b,4b,locally,,,yes,yes,no,no,no,no
2020-05-18,Albania,6,0,0,0,no,"From 18 May on, there was no need for authorization of movements anymore in the entire country. Yet, in the red zones, there was still an overnight curfew after 9 PM. Movement in the green zones was unrestricted starting this day.","https://eurohealthobservatory.who.int/monitors/hsrm/hsrm-countries/hsrm/albania/measures-in-other-sectors/measures-in-other-sectors/
https://exit.al/en/2020/05/02/albanian-lockdown-measured-to-be-eased-in-the-following-three-weeks/",no,locally,yes,locally,no,no
2020-05-19,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-20,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-21,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-22,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-23,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-24,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-25,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-26,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-27,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-28,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-29,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-30,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-05-31,Albania,6,0,0,0,no,,,no,locally,yes,locally,no,no
2020-06-01,Albania,0,0,0,0,no,No stay-at-home order in place anymore,"https://eurohealthobservatory.who.int/monitors/hsrm/hsrm-countries/hsrm/albania/measures-in-other-sectors/measures-in-other-sectors/
https://exit.al/en/2020/05/30/which-restrictions-will-and-wont-be-lifted-on-1-june/",no,no,yes,yes,no,no
2020-06-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-06-30,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-30,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-31,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-30,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-31,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-15,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-16,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-17,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-18,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-19,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-20,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-21,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-22,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-23,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-24,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-25,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-26,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-27,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-28,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-29,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-30,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-01,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-02,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-03,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-04,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-05,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-06,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-07,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-08,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-09,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-10,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-11,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-12,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-13,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-14,Albania,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-10-15,Albania,1,1,1,1,no,"Since 15 October, it was mandatory to wear a face mask in all public places, open or closed.","https://exit.al/en/2020/10/12/mandatory-masks-in-public-from-thursday/
https://eurohealthobservatory.who.int/monitors/hsrm/hsrm-countries/hsrm/albania/measures-in-other-sectors/measures-in-other-sectors/",no,no,yes,yes,yes,no
2020-10-16,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-17,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-18,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-19,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-20,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-21,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-22,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-23,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-24,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-25,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-26,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-27,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-28,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-29,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-30,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-10-31,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-01,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-02,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-03,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-04,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-05,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-06,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-07,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-08,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-09,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-10,Albania,1,1,1,1,no,,,no,no,yes,yes,yes,no
2020-11-11,Albania,7,1,7,1,no,"From 11 November, people were not allowed to leave their houses between 10 PM and 6 AM unless they had a special permission for work or other """"important reasons"""".","https://exit.al/en/2020/11/09/albania-goes-into-lockdown-from-10-p-m-to-6-a-m/
https://exit.al/en/2020/12/02/curfew-to-continue-ban-on-large-gatherings-continues-school-restrictions-remain-the-same/",no,yes,yes,no,yes,yes
2020-11-12,Albania,7,1,7,1,no,,,no,yes,yes,no,yes,no
2020-11-13,Albania,7,1,7,1,no,,,no,yes,yes,no,yes,no
2020-11-14,Albania,7,1,7,1,no,,,no,yes,yes,no,yes,no
