date,country,strictest_night,strictest_day,least_strict_night,least_strict_day,leave_municip,change,source,stayhome_day,stayhome_night,walk_day,walk_night,outside_masks,difference_with_oxcgrt
2020-05-01,Italy,4,4,4,4,yes,,,yes,yes,no,no,no,no
2020-05-02,Italy,4,4,4,4,yes,,,yes,yes,no,no,no,no
2020-05-03,Italy,4,4,4,4,yes,,,yes,yes,no,no,no,no
2020-05-04,Italy,2,2,2,2,yes,"From 4 May, it was allowed to move within one's region, but a form still had to be carried.",https://www.repubblica.it/politica/2020/04/26/news/coronavirus_riaperture_cabina_regia_governo_regioni-254928829/,yes,yes,no,no,no,no
2020-05-05,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-06,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-07,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-08,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-09,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-10,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-11,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-12,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-13,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-14,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-15,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-16,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-17,Italy,2,2,2,2,yes,,,yes,yes,no,no,no,no
2020-05-18,Italy,0,0,0,0,yes,"From 18 May on, there was no need for authorization of movements anymore when moving within the municipality of residence. There were still strict regulations for moving between municipalities.",https://www.quotidiano.net/cronaca/autocertificazione-18-maggio-pdf-1.5153639,no,no,yes,yes,no,yes
2020-05-19,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-20,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-21,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-22,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-23,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-24,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-25,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-26,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-27,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-28,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-29,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-30,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-05-31,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-06-01,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-06-02,Italy,0,0,0,0,yes,,,no,no,yes,yes,no,yes
2020-06-03,Italy,0,0,0,0,no,"From 3 June, no certificate was needed for travel anymore.",https://tg24.sky.it/cronaca/2020/06/02/riaperture-3-giugno,no,no,yes,yes,no,yes
2020-06-04,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-05,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-06,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-07,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-08,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-09,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-10,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-11,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-12,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-13,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-14,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-15,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-16,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-17,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-18,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-19,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-20,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-21,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-22,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-23,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-24,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-25,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-26,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-27,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-28,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-29,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-06-30,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-01,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-02,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-03,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-04,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-05,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-06,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-07,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-08,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-09,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-10,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-11,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-12,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-13,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-14,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-15,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-16,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-17,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-18,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-19,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-20,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-21,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-22,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-23,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-24,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-25,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-26,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-27,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-28,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-29,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-30,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-07-31,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-01,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-02,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-03,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-04,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-05,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-06,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-07,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-08,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-09,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-10,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-11,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-12,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-13,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-14,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-15,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-16,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-17,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-18,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-19,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-20,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-21,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-22,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-23,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-24,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-25,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-26,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-27,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-28,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-29,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-30,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-08-31,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-01,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-02,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-03,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-04,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-05,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-06,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-07,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-08,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-09,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-10,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-11,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-12,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-13,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-14,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-15,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-16,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-17,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-18,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-19,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-20,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-21,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-22,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-23,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-24,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-25,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-26,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-27,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-28,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-29,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-09-30,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-01,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-02,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-03,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-04,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-05,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-06,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-07,Italy,0,0,0,0,no,,,no,no,yes,yes,no,yes
2020-10-08,Italy,1,1,1,1,no,"Wearing face masks has been made obligatory in all public spaces on this day. They didn't have to be worn in """"isolated"""" areas or when doing sport.","https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia
https://abcnews.go.com/Health/wireStory/italy-eyes-mandate-masks-outdoors-virus-rebounds-73477405
https://www.theflorentine.net/2020/10/07/covid-19-new-rules-in-italy/",no,no,yes,yes,yes,yes
2020-10-09,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-10,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-11,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-12,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-13,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-14,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-15,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-16,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-17,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-18,Italy,1,1,1,1,no,,,no,no,yes,yes,yes,yes
2020-10-19,Italy,7,1,1,1,no,"Mayors were given the power to impose local curfews after 9 PM on highly frequented streets or places. Starting from 22 October, the entire Lombardy Region had a curfew from 11 PM to 5 AM. In the next days, the regions Campania, Lazio, Sicilia, and Piemonte followed.","https://www.theflorentine.net/2020/10/18/covid-19-new-rules-italy-october-18/
https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia",no,locally,yes,locally,yes,no
2020-10-20,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-21,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-22,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-23,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-24,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-25,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-26,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-27,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-28,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-29,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-30,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-10-31,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-01,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-02,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-03,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-04,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-05,Italy,7,1,1,1,no,,,no,locally,yes,locally,yes,no
2020-11-06,Italy,7,5,7,1,locally,"From this date, there was a nationwide curfew from 10 PM to 5 AM. In regions with relatively high infection rates (""""scenario 4""""), local stay-at-home orders were enforced with similar rules as in the first lockdown: To go out, you needed to be able to present a form stating the reason for being outside. Walks or other physical activity were allowed in the close vicinity of home. In the following months, several Italian provinces had been under stay-at-home orders. In the second most restrictive tier (""""scenario 3""""), movement was restricted to the municipality.","https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia+
http://www.governo.it/it/articolo/domande-frequenti-sulle-misure-adottate-dal-governo/15638#zone",locally,yes,locally,no,yes,no
2020-11-07,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-08,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-09,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-10,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-11,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-12,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-13,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-14,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-15,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-16,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-17,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-18,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-19,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-20,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-21,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-22,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-23,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-24,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-25,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-26,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-27,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-28,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-29,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-11-30,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-01,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-02,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-03,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-04,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-05,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-06,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-07,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-08,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-09,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-10,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-11,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-12,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2020-12-13,Italy,7,1,7,1,locally,"Temporarily there have been no regions under a stay-at-home order, even though this was constantly threatened if infection numbers rise. Several regions were under quarantine i.e. it was not allowed to leave the home municipality unless for an """"important reason"""".",https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia,no,yes,yes,no,yes,no
2020-12-14,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-15,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-16,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-17,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-18,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-19,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-20,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-21,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-22,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-23,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-24,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-25,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-26,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-27,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-28,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-29,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-30,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2020-12-31,Italy,7,1,7,1,locally,On New Year's Eve the curfew was from 10 PM until 7 AM.,https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia,no,yes,yes,no,yes,no
2021-01-01,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-02,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-03,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-04,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-05,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-06,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-07,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-08,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-09,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-10,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-11,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-12,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-13,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-14,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-15,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-16,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-01-17,Italy,7,5,7,1,locally,"Some provinces were put under """"scenario 4"""" again, implying a stay-at-home order.",https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia,locally,yes,locally,no,yes,no
2021-01-18,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-19,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-20,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-21,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-22,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-23,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-24,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-25,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-26,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-27,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-28,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-29,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-30,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-01-31,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-02-01,Italy,7,1,7,1,locally,"All provinces were outside of """"scenario 4"""" from this day.",https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia,no,yes,yes,no,yes,no
2021-02-02,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-03,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-04,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-05,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-06,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-07,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-08,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-09,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-10,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-11,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-12,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-13,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-14,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-15,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-16,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-17,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-18,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-19,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-20,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-21,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-22,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-23,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-24,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-25,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-26,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-27,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-02-28,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-01,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-02,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-03,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-04,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-05,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-06,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-07,Italy,7,1,7,1,locally,,,no,yes,yes,no,yes,no
2021-03-08,Italy,7,5,7,1,locally,"From this day, some provinces were under """"scenario 4"""" again, implying a stay-at-home order.",https://it.wikipedia.org/wiki/Gestione_della_pandemia_di_COVID-19_in_Italia,locally,yes,locally,no,yes,no
2021-03-09,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-10,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-11,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-12,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-13,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-14,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-15,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-16,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-17,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-18,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-19,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-20,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-21,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
2021-03-22,Italy,7,5,7,1,locally,,,locally,yes,locally,no,yes,no
